ri1,ro1,ri2,ro2,ri3,ro3,rot1,rot2,x1
0,14,24,31,43,52,114,76,8
0,9,21,30,41,56,159,61,8
0,6,19,39,52,59,123,134,19
0,6,19,33,46,59,107,24,6
0,6,21,31,42,48,123,22,6
0,9,24,35,49,54,163,61,16
0,16,29,38,50,59,138,101,10
0,13,23,29,44,52,137,64,7
0,6,23,30,40,59,56,57,11
0,17,29,37,47,55,123,37,8
0,15,30,35,47,59,164,24,8
0,5,18,39,52,58,105,62,23
0,6,20,30,40,52,168,57,13
0,18,28,33,47,52,125,123,10
0,7,28,38,48,60,160,104,14
0,7,27,36,46,54,174,25,8
0,10,35,41,53,60,83,118,6
0,14,26,38,49,54,138,22,9
0,10,24,30,48,56,101,172,12
0,6,16,33,45,57,144,122,15
0,5,15,20,37,43,168,79,5
0,7,20,27,43,59,68,23,6
0,8,19,31,43,58,124,39,9
0,5,21,35,49,60,64,125,5
0,16,35,40,52,60,131,125,15
0,5,27,34,46,55,108,68,10
0,6,23,33,43,55,142,51,11
0,18,28,33,54,59,158,38,11
0,15,29,43,53,59,107,128,13
0,5,18,27,46,55,54,63,6
0,9,22,40,52,57,171,103,9
0,17,30,35,46,51,83,60,14
0,10,27,35,48,58,148,81,17
0,13,28,35,46,58,128,23,9
0,10,21,40,51,57,70,121,24
0,11,26,31,44,59,78,19,5
0,14,29,35,46,52,76,60,17
0,13,26,32,42,50,100,21,6
0,6,19,25,49,60,105,151,8
0,19,38,44,54,59,88,23,5
0,5,19,25,35,52,110,149,8
0,11,29,36,51,58,115,58,7
0,6,17,32,51,59,86,29,6
0,13,23,30,47,58,86,128,14
0,15,25,38,51,59,89,44,13
0,7,24,38,50,55,47,83,6
0,8,21,37,47,60,132,88,10
0,5,15,33,51,60,114,75,23
0,6,30,38,53,58,48,16,6
0,5,22,27,40,55,84,18,5
0,8,19,38,54,59,120,42,12
0,5,19,27,38,55,103,136,14
0,9,30,39,50,55,121,39,10
0,9,20,28,49,56,155,24,8
0,10,20,34,50,55,115,139,16
0,14,35,43,53,60,70,44,11
0,5,16,31,43,51,132,17,6
0,12,35,43,54,59,71,67,22
0,10,31,39,55,60,123,165,9
0,16,34,40,52,59,170,102,17
0,10,20,33,49,57,116,127,20
0,10,26,42,52,59,152,159,15
0,5,27,33,44,56,74,166,12
0,7,18,27,40,56,124,38,9
0,7,18,30,41,59,172,104,12
0,6,21,28,48,55,52,144,6
0,5,27,35,50,57,155,105,12
0,8,18,33,52,59,158,51,22
0,6,25,37,49,60,128,70,25
0,5,22,31,47,55,56,132,17
0,8,28,33,44,52,49,150,15
0,6,18,23,39,52,137,39,8
0,7,24,30,53,58,85,22,10
0,5,17,27,54,59,129,78,10
0,8,18,30,45,60,106,140,13
0,6,23,36,46,54,48,51,16
0,7,27,37,47,53,99,154,14
0,10,25,35,46,51,151,45,13
0,8,21,29,47,55,150,34,10
0,12,25,32,45,54,95,61,9
0,5,21,27,38,59,172,21,5
0,5,31,40,52,57,126,16,5
0,7,18,35,54,59,125,138,24
0,5,16,35,47,53,110,159,6
0,7,25,33,52,57,93,78,17
0,15,26,31,43,56,164,48,11
0,7,20,34,44,60,103,97,5
0,5,16,27,43,50,131,54,12
0,16,26,37,47,59,123,144,19
0,10,23,37,50,56,119,78,22
0,9,23,33,45,50,132,117,9
0,5,19,31,42,51,134,142,12
0,6,24,34,44,57,76,165,21
0,10,26,31,51,56,153,124,6
0,10,23,28,41,46,77,77,12
0,11,23,37,55,60,91,173,19
0,5,21,35,46,52,86,29,10
0,9,25,38,55,60,105,155,8
0,9,28,40,51,59,54,31,5
0,5,15,26,41,49,169,165,5
0,5,28,35,49,60,32,61,17
0,9,24,31,43,57,98,66,16
0,8,19,28,41,56,69,67,7
0,8,24,30,40,47,156,34,11
0,7,20,34,50,56,88,145,13
0,5,24,36,51,60,134,54,23
0,11,30,38,48,54,107,153,16
0,5,28,34,47,55,102,73,5
0,9,21,27,47,52,99,47,14
0,6,17,27,46,51,92,43,7
0,10,29,40,55,60,121,141,11
0,9,21,30,41,48,65,60,18
0,5,15,24,35,52,96,83,14
0,6,20,25,35,50,65,137,6
0,9,21,28,40,54,91,89,6
0,5,18,37,49,60,142,140,5
0,7,17,23,34,41,144,31,5
0,13,27,33,53,60,70,64,11
0,8,22,28,44,60,79,74,14
0,5,20,27,38,57,144,22,6
0,6,16,26,45,59,161,132,8
0,10,29,37,50,58,174,100,17
0,5,18,36,47,56,67,128,13
0,5,15,23,43,48,89,27,9
0,6,36,43,54,60,48,125,20
0,7,19,26,52,59,152,51,13
0,12,24,30,47,52,150,101,6
0,5,22,30,49,54,84,58,14
0,7,19,29,41,58,154,118,14
0,12,22,27,44,58,132,68,12
0,7,26,31,46,59,111,152,12
0,12,26,41,53,58,69,63,16
0,7,21,29,41,60,107,25,5
0,8,24,34,44,54,148,53,16
0,6,16,25,44,55,111,173,8
0,14,26,32,45,51,99,74,6
0,8,26,40,51,56,62,85,15
0,5,19,30,41,60,58,34,9
0,15,30,43,54,60,95,159,21
0,14,35,41,53,58,115,47,17
0,14,31,39,51,58,145,89,19
0,5,17,30,49,59,107,15,6
0,5,23,41,52,58,165,115,9
0,6,22,30,42,50,132,50,15
0,6,20,37,48,58,163,161,20
0,11,22,28,53,58,90,128,12
0,5,15,24,44,59,171,169,9
0,7,17,25,36,53,86,54,6
0,7,22,29,45,59,77,29,7
0,5,19,26,46,51,128,50,10
0,6,18,25,36,43,154,159,14
0,7,24,31,42,53,89,65,8
0,5,27,32,43,51,116,93,11
0,6,17,33,48,53,153,150,7
0,6,16,39,52,59,94,37,10
0,5,19,31,45,55,113,70,13
0,5,29,40,52,60,73,14,5
0,8,24,36,50,55,174,81,20
0,8,21,32,47,60,116,54,10
0,5,16,33,44,54,58,55,16
0,5,18,39,49,58,84,125,10
0,8,19,30,45,58,97,42,7
0,8,18,40,51,56,173,15,6
0,8,18,24,36,60,96,79,13
0,9,19,40,52,59,126,66,12
0,14,25,31,51,57,86,39,10
0,27,37,42,55,60,132,98,17
0,6,20,29,51,58,126,39,13
0,11,21,30,49,56,103,141,10
0,7,17,33,45,58,153,22,6
0,6,17,26,41,46,61,20,6
0,6,21,27,50,55,89,14,6
0,17,29,38,48,59,142,44,17
0,10,23,32,51,57,165,55,17
0,7,19,26,37,51,109,70,13
0,6,22,31,54,59,119,16,5
0,10,21,34,46,57,119,19,7
0,11,30,35,47,59,142,154,11
0,7,22,31,53,59,130,113,12
0,6,21,30,45,59,173,141,7
0,5,26,31,44,51,55,116,5
0,13,25,43,53,58,124,103,18
0,8,31,38,54,60,78,90,7
0,11,22,33,46,53,114,41,12
0,6,16,34,44,58,143,154,28
0,5,20,37,48,53,135,53,7
0,12,28,38,51,56,125,54,16
0,7,18,31,42,51,152,147,16
0,9,23,29,44,55,151,82,15
0,9,27,36,50,56,91,139,8
0,5,19,33,46,52,108,25,8
0,5,24,32,42,49,88,39,13
0,8,19,28,44,59,147,152,13
0,5,23,35,46,51,168,125,15
0,10,23,32,45,51,89,25,9
0,9,29,42,55,60,109,133,22
0,6,19,35,51,59,98,22,8
0,21,32,42,53,59,152,125,6
0,8,21,36,51,60,135,15,5
0,8,21,32,47,59,157,124,5
0,5,17,35,52,57,72,58,24
0,7,17,34,46,57,64,59,9
0,8,18,36,51,60,133,16,5
0,6,29,36,51,58,169,70,6
0,5,29,38,48,55,51,39,5
0,5,21,35,49,57,64,108,24
0,13,25,43,54,60,86,20,9
0,8,20,25,36,50,99,22,6
0,18,33,43,55,60,76,64,12
0,12,24,29,48,57,168,127,12
0,15,26,33,45,54,84,76,13
0,6,22,34,51,60,128,127,12
0,6,17,28,45,58,142,120,14
0,7,20,26,49,56,166,132,8
0,6,16,26,39,57,83,18,6
0,8,21,31,45,51,144,85,13
0,6,21,29,45,59,94,128,9
0,12,22,38,50,58,109,32,10
0,9,31,36,51,59,160,18,6
0,16,29,35,50,59,122,21,9
0,7,27,32,42,52,131,15,5
0,12,33,39,49,57,123,118,12
0,7,17,30,41,58,66,64,14
0,16,30,35,50,57,152,17,7
0,9,21,31,45,51,69,95,11
0,10,24,33,45,58,62,33,12
0,12,22,29,41,50,145,17,5
0,7,21,36,47,54,152,69,15
0,10,31,40,51,56,138,33,7
0,9,27,34,45,59,109,51,9
0,10,32,42,54,60,53,89,24
0,17,30,39,50,58,155,50,8
0,6,17,24,47,55,151,99,6
0,8,19,30,46,51,68,138,21
0,12,31,42,52,58,174,18,7
0,6,18,28,44,54,128,42,10
0,7,18,28,44,60,143,121,7
0,12,24,42,52,59,161,76,30
0,5,23,31,46,54,153,49,17
0,5,20,36,48,55,140,45,9
0,5,24,30,40,55,97,164,11
0,10,22,33,52,60,142,30,7
0,10,25,30,44,59,133,40,6
0,20,33,38,49,58,104,128,14
0,18,30,40,55,60,88,104,12
0,14,27,44,55,60,88,29,7
0,5,17,35,48,55,143,38,12
0,15,31,37,52,59,138,31,8
0,10,37,43,53,59,62,172,15
0,6,27,34,45,57,152,150,16
0,9,24,30,46,54,172,92,13
0,6,20,28,47,55,153,61,11
0,5,28,35,49,55,160,169,7
0,11,32,42,54,59,112,74,14
0,9,24,30,41,49,71,88,12
0,15,29,40,51,60,107,132,19
0,13,28,33,43,57,127,44,8
0,13,25,32,42,53,89,51,12
0,15,27,35,45,58,96,32,6
0,5,19,26,40,56,66,27,6
0,16,36,45,55,60,127,134,10
0,7,24,33,52,57,104,150,17
0,9,21,28,44,50,88,41,11
0,6,25,31,43,58,43,129,8
0,12,22,31,41,56,172,145,18
0,6,20,39,53,58,52,29,7
0,9,23,33,50,59,105,37,9
0,12,27,33,43,58,76,159,5
0,6,21,31,45,52,81,90,15
0,14,27,32,44,57,96,166,5
0,6,23,32,48,55,130,124,13
0,17,27,32,49,56,107,103,12
0,6,20,35,46,56,99,68,5
0,5,17,23,35,50,88,53,10
0,5,22,36,49,55,92,71,9
0,8,26,32,42,53,60,66,13
0,11,23,32,43,50,100,126,8
0,5,17,27,43,59,128,34,12
0,13,25,35,46,59,83,48,17
0,19,30,35,45,50,161,91,11
0,6,16,21,39,47,87,63,5
0,6,18,38,51,57,132,146,12
0,5,16,24,50,58,117,95,7
0,5,20,25,35,54,96,131,9
0,18,28,35,48,60,145,56,9
0,9,27,35,47,56,159,69,8
0,5,18,38,51,56,134,88,7
0,9,23,38,49,54,141,163,20
0,12,31,41,51,56,173,67,17
0,6,21,30,47,52,137,133,19
0,11,24,29,41,49,173,105,9
0,9,24,39,51,58,65,113,10
0,11,22,37,48,57,145,45,14
0,9,23,29,43,54,79,31,7
0,7,22,28,40,57,164,19,5
0,5,15,29,53,58,61,31,10
0,16,29,40,51,59,130,100,5
0,5,25,33,46,54,50,108,6
0,7,21,31,49,55,115,70,14
0,8,20,29,48,57,154,66,12
0,9,19,31,47,58,79,30,12
0,5,20,29,39,54,49,15,5
0,7,18,33,50,58,132,50,19
0,6,17,25,35,55,80,51,11
0,7,31,36,50,59,58,29,10
0,12,28,35,45,55,125,111,5
0,11,22,38,48,55,129,156,22
0,9,19,31,44,59,131,50,8
0,6,22,30,49,60,149,146,6
0,7,27,34,46,51,103,109,12
0,7,19,26,38,47,128,61,11
0,11,22,39,55,60,155,109,21
0,8,22,36,50,55,126,71,22
0,5,20,37,47,52,54,90,11
0,8,18,39,50,59,109,129,29
0,7,34,45,55,60,143,81,9
0,8,20,25,39,56,164,114,13
0,5,20,44,55,60,66,31,11
0,9,22,35,47,60,122,82,16
0,6,17,29,45,59,68,165,15
0,10,27,32,45,57,121,38,13
0,14,30,36,51,57,120,60,15
0,6,17,33,43,48,66,85,6
0,7,29,38,49,60,40,67,8
0,10,20,35,49,57,95,161,11
0,8,18,26,42,57,83,31,7
0,8,20,37,47,54,141,140,28
0,10,20,25,50,55,158,130,6
0,5,21,28,46,54,76,46,7
0,6,16,22,42,56,98,15,5
0,8,36,41,54,60,67,55,5
0,9,19,24,35,53,169,43,12
0,6,22,30,40,48,141,19,5
0,5,16,34,44,50,125,127,27
0,8,21,35,54,59,125,81,25
0,10,21,35,46,51,149,141,11
0,10,24,32,46,53,161,66,17
0,6,21,26,36,44,53,96,10
0,10,27,35,45,54,154,131,20
0,9,28,37,55,60,131,13,5
0,5,18,26,47,59,108,91,13
0,6,22,29,46,56,65,27,7
0,8,22,27,40,49,83,33,5
0,7,17,32,42,58,134,79,18
0,5,18,33,50,57,170,134,8
0,8,28,33,47,59,67,113,8
0,9,22,34,46,58,169,23,5
0,6,19,28,47,56,115,111,17
0,7,19,25,36,53,137,22,5
0,6,24,35,47,60,128,158,9
0,7,18,23,40,46,141,36,7
0,15,25,31,45,56,97,21,6
0,9,19,29,42,48,71,153,11
0,7,20,38,51,59,57,47,17
0,7,28,35,48,60,61,30,10
0,5,30,39,50,56,139,152,16
0,10,32,38,51,58,172,50,17
0,9,25,36,48,58,90,104,5
0,5,16,34,46,53,130,84,21
0,8,31,39,53,60,95,24,11
0,12,30,37,52,58,91,32,10
0,10,28,34,44,49,102,23,5
0,9,22,39,50,58,171,93,16
0,12,32,40,50,56,107,61,11
0,8,22,31,52,57,65,37,16
0,9,29,34,44,55,93,42,13
0,10,23,29,39,45,128,106,13
0,11,27,33,50,58,125,131,12
0,10,24,34,45,52,117,153,9
0,5,15,26,37,47,98,41,5
0,9,19,30,43,50,80,63,16
0,8,19,29,40,59,157,81,10
0,13,23,39,50,55,82,67,11
0,12,22,31,45,55,95,67,14
0,5,28,36,51,57,44,108,17
0,8,27,39,54,60,157,119,25
0,6,16,24,36,52,154,31,9
0,8,18,25,36,59,148,88,7
0,5,16,34,50,59,127,33,13
0,5,15,38,52,59,171,71,10
0,6,27,33,45,57,161,44,14
0,10,21,32,49,54,161,62,15
0,8,24,36,53,58,145,28,11
0,7,29,34,53,59,104,87,12
0,14,35,41,52,58,88,52,9
0,12,24,29,43,59,137,41,13
0,5,17,34,45,59,126,21,8
0,5,16,23,40,58,115,90,7
0,9,31,38,48,58,148,167,5
0,6,20,29,40,57,66,111,10
0,9,19,30,49,60,94,28,8
0,12,22,35,52,59,105,24,10
0,9,21,28,44,52,67,22,8
0,8,24,35,46,60,92,74,12
0,8,29,36,50,59,148,157,11
0,11,23,28,44,53,77,75,9
0,5,22,28,42,50,69,71,7
0,8,23,39,51,57,105,128,19
0,6,17,31,41,56,137,75,7
0,6,32,37,48,60,149,36,9
0,6,20,27,46,54,168,68,6
0,7,17,22,38,44,104,24,7
0,10,27,38,54,59,147,127,8
0,7,20,35,50,59,83,90,12
0,16,26,38,50,57,96,76,24
0,13,26,31,49,56,159,28,11
0,14,29,38,53,58,93,15,5
0,12,25,33,48,55,74,146,9
0,8,18,24,40,56,114,67,10
0,5,24,32,45,59,50,116,12
0,6,18,32,42,54,90,47,15
0,21,35,40,53,58,141,21,7
0,5,25,38,49,56,157,166,20
0,13,25,36,47,58,147,138,11
0,7,23,39,54,60,134,58,26
0,7,19,27,37,46,170,136,11
0,11,33,40,51,59,136,18,5
0,9,26,36,53,59,136,20,9
0,10,21,31,42,58,108,88,5
0,5,26,36,51,59,94,149,8
0,7,18,29,39,51,153,110,19
0,6,19,29,42,54,85,68,14
0,7,30,37,47,59,93,80,11
0,5,20,31,41,55,174,29,9
0,8,19,29,40,47,92,69,13
0,14,25,36,52,59,90,36,11
0,5,15,34,46,52,107,73,24
0,9,26,32,42,56,64,34,11
0,10,25,41,53,59,131,42,10
0,7,20,25,42,50,127,86,6
0,7,26,32,45,53,56,23,7
0,5,23,35,46,55,146,35,12
0,6,19,26,53,59,50,121,7
0,5,16,26,40,57,157,160,8
0,13,29,36,51,59,142,20,7
0,5,19,39,49,55,147,59,16
0,9,20,26,45,57,114,150,12
0,7,19,37,50,56,150,55,20
0,7,19,29,44,56,108,123,16
0,16,28,35,45,60,171,83,6
0,14,25,31,42,53,109,120,11
0,6,17,31,53,58,123,55,11
0,16,30,38,48,57,132,36,6
0,12,22,27,38,43,126,29,7
0,7,18,29,47,59,157,87,16
0,14,28,35,46,55,171,88,19
0,5,15,29,52,58,102,81,9
0,7,20,34,46,51,159,143,12
0,9,21,26,42,56,172,33,9
0,12,27,32,51,56,166,65,15
0,13,30,37,47,56,71,25,8
0,8,27,43,53,58,69,124,7
0,15,33,42,52,57,163,66,22
0,5,33,41,53,60,157,67,7
0,5,16,36,49,60,125,60,11
0,13,27,37,48,60,114,149,19
0,5,22,29,53,60,167,51,12
0,14,31,37,49,58,146,73,8
0,6,17,23,51,60,102,14,5
0,5,22,32,45,58,49,80,6
0,13,23,34,50,60,91,31,7
0,8,23,34,48,58,123,29,5
0,6,22,29,42,57,74,71,14
0,9,19,27,44,55,156,75,9
0,25,36,43,54,59,162,30,9
0,22,33,38,50,55,135,38,8
0,11,21,35,47,59,142,85,26
0,7,23,30,49,55,58,123,8
0,5,17,36,51,57,59,44,19
0,10,24,35,48,55,78,42,14
0,9,21,35,46,53,88,102,19
0,8,23,30,43,57,112,36,9
0,7,22,32,45,55,108,18,7
0,6,22,32,55,60,94,31,14
0,5,21,28,47,57,142,82,9
0,12,26,32,49,60,151,22,8
0,15,25,34,52,59,151,68,7
0,9,28,37,47,58,114,43,17
0,14,26,43,53,59,76,168,10
0,5,15,23,35,54,154,169,12
0,8,19,24,53,59,135,12,5
0,5,15,24,40,50,98,45,10
0,9,19,24,44,59,148,63,10
0,11,26,40,50,58,149,137,25
0,10,24,36,47,60,116,81,5
0,5,21,28,42,58,53,48,5
0,8,27,32,43,53,126,127,14
0,6,18,34,44,52,115,172,23
0,5,23,33,49,55,47,83,21
0,12,23,31,43,53,128,30,5
0,5,23,31,43,50,171,62,8
0,13,23,35,52,58,102,14,6
0,10,24,31,46,52,96,46,7
0,10,27,37,49,59,83,136,6
0,5,18,34,44,55,122,70,22
0,10,26,33,53,60,124,52,11
0,12,28,34,44,60,145,46,9
0,7,31,40,52,58,168,84,23
0,15,25,30,51,58,131,22,6
0,8,34,41,51,59,171,24,9
0,7,18,32,42,47,168,131,10
0,5,16,32,46,51,107,120,16
0,5,18,42,53,60,89,66,13
0,13,28,41,51,60,160,72,20
0,6,20,25,51,57,91,45,11
0,16,26,32,46,55,174,64,5
0,5,26,31,46,53,139,33,6
0,10,22,33,44,49,84,58,17
0,7,24,39,49,60,155,131,18
0,6,18,31,47,55,155,58,8
0,13,28,34,51,59,97,49,11
0,7,18,23,47,53,76,60,12
0,9,31,38,51,56,153,29,11
0,9,21,28,39,51,96,150,9
0,5,20,42,52,58,62,90,22
0,16,29,38,48,54,114,133,5
0,11,22,32,47,53,135,26,5
0,12,28,34,44,49,120,170,10
0,5,15,21,35,50,121,60,12
0,9,20,30,45,59,68,65,7
0,8,22,32,45,55,173,33,5
0,18,30,37,54,60,92,86,7
0,13,23,29,43,55,163,91,14
0,7,19,28,38,50,103,112,6
0,11,27,37,54,60,70,121,5
0,16,27,36,48,59,156,48,14
0,7,19,31,43,59,121,26,8
0,8,24,31,50,60,68,31,12
0,6,20,33,49,56,103,24,10
0,8,31,42,52,59,154,68,18
0,14,25,33,45,52,119,43,11
0,5,17,25,39,48,62,126,16
0,15,27,41,53,58,86,70,13
0,5,17,22,32,47,109,35,7
0,10,21,33,45,51,86,39,14
0,8,18,37,54,59,169,74,24
0,17,29,38,48,58,147,105,15
0,6,33,39,53,60,162,154,9
0,17,27,41,52,59,103,75,6
0,12,25,35,54,60,128,143,10
0,14,32,37,48,59,128,67,12
0,7,28,33,46,52,82,26,8
0,5,18,24,54,60,46,25,8
0,6,16,28,41,60,144,172,14
0,12,23,35,52,58,165,168,13
0,15,25,31,47,53,128,49,13
0,11,22,29,48,60,102,145,14
0,10,20,35,45,53,100,99,23
0,5,15,26,39,51,117,26,8
0,5,32,37,48,55,44,27,9
0,10,31,42,54,59,139,45,17
0,9,26,37,52,57,132,58,18
0,7,22,38,48,55,75,61,17
0,9,22,28,45,57,134,46,9
0,7,24,29,42,58,165,92,12
0,13,23,29,45,52,162,39,7
0,13,25,31,51,56,164,53,7
0,8,20,29,39,54,78,16,5
0,5,20,40,51,58,133,62,11
0,5,17,27,50,57,162,56,8
0,6,22,31,42,57,55,23,8
0,7,20,26,38,47,93,39,6
0,7,20,26,40,56,153,18,5
0,9,29,35,46,59,136,79,17
0,14,31,38,49,58,158,52,12
0,12,25,34,47,60,133,73,20
0,11,29,38,51,58,133,159,11
0,17,28,43,54,60,142,63,9
0,12,28,40,54,60,128,83,18
0,10,25,40,54,60,132,37,9
0,11,22,32,42,55,107,50,12
0,6,18,30,44,54,53,66,18
0,10,20,36,51,59,132,88,8
0,8,18,28,49,59,94,24,5
0,5,30,39,53,60,161,93,12
0,13,26,38,51,59,104,98,16
0,5,24,29,40,45,79,137,10
0,5,15,24,41,55,69,37,10
0,14,26,39,53,58,166,138,19
0,5,18,37,48,54,100,53,13
0,24,35,40,55,60,121,54,15
0,10,20,26,39,56,151,18,5
0,7,17,23,38,44,99,132,8
0,11,25,31,41,52,137,28,9
0,8,18,34,47,56,87,36,9
0,7,22,29,44,57,103,162,12
0,14,25,34,44,52,150,46,16
0,7,18,36,48,58,62,105,24
0,8,22,36,52,57,58,158,21
0,19,29,40,54,59,155,30,7
0,6,18,25,41,46,80,62,9
0,6,19,26,42,52,174,26,7
0,5,16,32,49,59,142,109,16
0,8,19,38,48,58,146,118,8
0,10,21,29,52,58,167,39,5
0,5,24,36,49,60,135,19,8
0,6,31,36,48,54,39,20,5
0,7,25,30,44,60,102,128,14
0,19,31,37,48,54,117,155,17
0,15,30,38,50,56,97,13,5
0,7,20,38,51,60,113,131,19
0,11,29,39,54,59,168,144,11
0,5,20,31,53,58,47,11,5
0,5,29,36,49,58,112,63,8
0,9,23,36,48,60,158,96,22
0,5,16,24,49,57,141,41,11
0,5,20,37,49,59,174,16,6
0,12,25,35,46,51,101,113,7
0,10,25,30,55,60,119,45,5
0,8,29,38,48,55,53,74,18
0,20,35,41,51,58,125,118,9
0,10,27,39,55,60,129,156,13
0,5,15,23,47,57,96,43,14
0,16,31,36,51,56,120,27,10
0,6,16,22,35,50,84,36,9
0,12,29,34,44,52,105,170,11
0,5,20,35,49,55,60,155,13
0,9,27,37,47,54,137,79,5
0,8,26,37,47,54,119,107,12
0,16,26,36,53,60,149,64,17
0,6,20,27,37,50,49,59,11
0,13,24,32,44,51,140,50,6
0,9,25,31,41,56,112,81,9
0,12,25,44,55,60,153,118,8
0,9,25,32,42,56,115,28,9
0,11,26,39,52,58,165,30,6
0,8,32,38,52,60,50,34,6
0,6,19,37,47,54,118,101,11
0,5,25,35,51,56,79,126,8
0,11,24,37,48,56,106,120,20
0,7,20,33,43,59,82,52,11
0,6,17,31,45,59,170,16,6
0,12,26,31,44,54,161,44,13
0,8,25,38,49,59,118,126,8
0,5,16,23,33,45,111,105,14
0,8,26,36,47,53,159,62,22
0,5,16,26,40,50,112,25,8
0,5,18,29,39,47,94,33,7
0,7,21,36,46,57,86,63,6
0,5,29,37,50,57,64,46,9
0,5,15,31,42,52,84,32,9
0,9,22,30,41,50,107,20,6
0,6,23,28,51,59,135,160,5
0,9,23,29,47,53,137,54,8
0,7,18,32,51,60,86,173,8
0,18,30,42,53,58,142,38,12
0,10,33,40,51,59,104,118,5
0,6,23,32,47,56,63,50,16
0,10,20,32,43,49,124,23,8
0,18,33,40,50,55,166,132,8
0,11,23,28,38,49,150,136,8
0,7,24,31,48,55,165,45,14
0,5,15,20,37,60,87,89,5
0,8,18,32,44,50,160,96,24
0,11,23,28,43,48,89,122,7
0,8,23,29,40,46,118,101,13
0,6,20,27,42,47,85,147,13
0,11,27,32,43,52,123,28,6
0,5,20,33,50,60,57,70,18
0,6,24,30,45,60,85,14,5
0,15,30,38,50,58,84,98,20
0,8,21,27,42,60,57,19,6
0,6,19,32,42,49,78,71,17
0,5,17,30,42,47,83,21,7
0,11,27,35,52,59,146,45,18
0,5,17,24,45,50,105,154,14
0,8,26,33,53,60,60,33,7
0,6,21,39,52,58,147,52,7
0,7,17,27,44,54,93,46,12
0,7,25,37,50,55,47,35,9
0,6,19,34,47,59,124,125,17
0,12,22,28,46,56,163,66,9
0,5,16,24,35,53,84,146,12
0,5,16,26,38,56,150,22,6
0,5,26,32,42,56,146,169,8
0,15,29,37,52,60,84,38,12
0,5,15,33,44,49,69,169,8
0,14,30,35,52,60,120,29,7
0,5,17,37,51,58,125,109,30
0,5,18,25,49,56,68,19,5
0,11,21,28,42,53,104,17,6
0,5,24,32,53,60,132,89,7
0,11,23,33,47,59,173,58,10
0,10,22,29,48,58,112,48,12
0,5,15,27,45,60,125,66,6
0,8,18,37,47,59,95,22,5
0,18,31,36,52,59,152,18,7
0,9,23,34,46,53,144,137,20
0,6,25,38,54,60,102,26,7
0,11,23,39,50,56,158,21,7
0,9,20,26,41,54,86,160,14
0,22,36,42,52,60,122,35,12
0,15,31,36,46,55,130,110,16
0,11,21,31,41,56,167,57,16
0,8,18,27,42,56,81,92,7
0,5,24,30,44,54,141,35,13
0,5,18,32,42,52,138,52,6
0,8,26,32,47,59,48,62,10
0,9,23,34,44,60,136,66,10
0,9,20,26,41,54,129,103,9
0,7,26,39,49,58,161,14,5
0,8,24,37,48,53,59,83,10
0,5,20,30,49,54,63,52,7
0,7,22,30,41,52,152,34,9
0,13,28,34,50,58,142,127,17
0,9,23,28,42,60,99,127,11
0,11,28,36,48,55,101,119,9
0,6,26,32,46,58,53,23,9
0,6,27,34,46,54,94,170,6
0,8,22,41,51,60,58,118,22
0,17,27,34,46,58,94,66,8
0,5,25,33,50,59,98,32,12
0,5,15,27,46,51,154,50,14
0,9,34,40,53,59,142,102,6
0,15,32,43,54,60,68,171,25
0,15,25,32,46,55,106,78,15
0,5,15,26,53,58,117,63,17
0,9,19,38,52,59,71,87,21
0,7,24,33,53,60,90,91,14
0,5,18,25,36,45,146,36,10
0,5,18,25,35,51,101,48,8
0,8,18,40,50,56,119,94,12
0,6,19,30,43,59,93,143,13
0,13,26,37,49,57,157,52,10
0,6,19,24,40,52,130,17,5
0,9,19,26,44,55,174,135,15
0,15,25,30,40,56,114,53,10
0,7,28,33,53,59,116,43,10
0,9,20,27,38,56,88,39,10
0,6,20,30,52,59,118,44,13
0,18,33,38,49,56,168,37,14
0,5,18,27,50,55,150,54,5
0,20,30,35,52,59,161,159,12
0,12,26,38,53,59,151,66,13
0,10,21,26,52,57,93,100,12
0,5,16,28,45,55,61,20,6
0,10,23,36,50,59,100,49,7
0,5,28,34,51,56,152,59,17
0,5,19,24,49,59,111,96,12
0,12,33,41,53,59,170,87,22
0,5,17,22,32,58,142,168,10
0,5,20,25,48,55,141,36,10
0,5,16,24,46,57,104,25,9
0,6,26,35,47,59,49,55,5
0,6,16,27,49,58,107,22,5
0,7,23,35,49,56,76,115,8
0,10,23,35,52,58,134,20,8
0,5,18,24,47,55,54,148,7
0,5,16,24,38,45,99,51,8
0,6,19,34,51,58,51,173,9
0,7,22,31,43,58,105,49,6
0,8,21,32,48,55,158,53,8
0,5,24,33,50,59,105,41,12
0,13,25,32,44,56,123,125,17
0,7,23,35,51,57,143,35,11
0,7,22,27,37,60,125,173,6
0,9,21,43,53,58,169,115,7
0,15,27,33,47,60,84,14,5
0,13,23,42,52,58,123,129,28
0,7,18,33,49,55,139,14,5
0,6,16,40,53,59,123,55,18
0,10,29,35,47,55,81,93,9
0,9,21,32,44,54,128,25,6
0,11,31,38,51,56,84,20,6
0,6,17,23,33,56,115,81,5
0,5,18,32,48,58,85,138,15
0,9,19,29,44,53,164,21,5
0,5,18,29,48,56,132,20,8
0,16,27,37,51,60,94,139,23
0,5,20,25,48,60,47,90,12
0,5,18,24,38,52,57,85,11
0,8,24,34,45,57,138,28,5
0,8,23,33,44,52,114,40,15
0,9,33,45,55,60,41,145,11
0,7,27,33,46,52,44,17,5
